Date,Tm,Home_Away,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
"Sunday, Jul 28",SEA,@,CHW,,,,,,,,,,,,,,,,
"Monday, Jul 29",SEA,@,BOS,,,,,,,,,,,,,,,,
"Tuesday, Jul 30",SEA,@,BOS,,,,,,,,,,,,,,,,
"Wednesday, Jul 31",SEA,@,BOS,,,,,,,,,,,,,,,,
"Friday, Aug 2",SEA,Home,PHI,,,,,,,,,,,,,,,,
"Saturday, Aug 3",SEA,Home,PHI,,,,,,,,,,,,,,,,
"Sunday, Aug 4",SEA,Home,PHI,,,,,,,,,,,,,,,,
"Tuesday, Aug 6",SEA,Home,DET,,,,,,,,,,,,,,,,
"Wednesday, Aug 7",SEA,Home,DET,,,,,,,,,,,,,,,,
"Thursday, Aug 8",SEA,Home,DET,,,,,,,,,,,,,,,,
"Friday, Aug 9",SEA,Home,NYM,,,,,,,,,,,,,,,,
"Saturday, Aug 10",SEA,Home,NYM,,,,,,,,,,,,,,,,
"Sunday, Aug 11",SEA,Home,NYM,,,,,,,,,,,,,,,,
"Tuesday, Aug 13",SEA,@,DET,,,,,,,,,,,,,,,,
"Wednesday, Aug 14",SEA,@,DET,,,,,,,,,,,,,,,,
"Thursday, Aug 15",SEA,@,DET,,,,,,,,,,,,,,,,
"Friday, Aug 16",SEA,@,PIT,,,,,,,,,,,,,,,,
"Saturday, Aug 17",SEA,@,PIT,,,,,,,,,,,,,,,,
"Sunday, Aug 18",SEA,@,PIT,,,,,,,,,,,,,,,,
"Monday, Aug 19",SEA,@,LAD,,,,,,,,,,,,,,,,
"Tuesday, Aug 20",SEA,@,LAD,,,,,,,,,,,,,,,,
"Wednesday, Aug 21",SEA,@,LAD,,,,,,,,,,,,,,,,
"Friday, Aug 23",SEA,Home,SFG,,,,,,,,,,,,,,,,
"Saturday, Aug 24",SEA,Home,SFG,,,,,,,,,,,,,,,,
"Sunday, Aug 25",SEA,Home,SFG,,,,,,,,,,,,,,,,
"Monday, Aug 26",SEA,Home,TBR,,,,,,,,,,,,,,,,
"Tuesday, Aug 27",SEA,Home,TBR,,,,,,,,,,,,,,,,
"Wednesday, Aug 28",SEA,Home,TBR,,,,,,,,,,,,,,,,
"Friday, Aug 30",SEA,@,LAA,,,,,,,,,,,,,,,,
"Saturday, Aug 31",SEA,@,LAA,,,,,,,,,,,,,,,,
"Sunday, Sep 1",SEA,@,LAA,,,,,,,,,,,,,,,,
"Monday, Sep 2",SEA,@,OAK,,,,,,,,,,,,,,,,
"Tuesday, Sep 3",SEA,@,OAK,,,,,,,,,,,,,,,,
"Wednesday, Sep 4",SEA,@,OAK,,,,,,,,,,,,,,,,
"Thursday, Sep 5",SEA,@,OAK,,,,,,,,,,,,,,,,
"Friday, Sep 6",SEA,@,STL,,,,,,,,,,,,,,,,
"Saturday, Sep 7",SEA,@,STL,,,,,,,,,,,,,,,,
"Sunday, Sep 8",SEA,@,STL,,,,,,,,,,,,,,,,
"Tuesday, Sep 10",SEA,Home,SDP,,,,,,,,,,,,,,,,
"Wednesday, Sep 11",SEA,Home,SDP,,,,,,,,,,,,,,,,
"Thursday, Sep 12",SEA,Home,TEX,,,,,,,,,,,,,,,,
"Friday, Sep 13",SEA,Home,TEX,,,,,,,,,,,,,,,,
"Saturday, Sep 14",SEA,Home,TEX,,,,,,,,,,,,,,,,
"Sunday, Sep 15",SEA,Home,TEX,,,,,,,,,,,,,,,,
"Tuesday, Sep 17",SEA,Home,NYY,,,,,,,,,,,,,,,,
"Wednesday, Sep 18",SEA,Home,NYY,,,,,,,,,,,,,,,,
"Thursday, Sep 19",SEA,Home,NYY,,,,,,,,,,,,,,,,
"Friday, Sep 20",SEA,@,TEX,,,,,,,,,,,,,,,,
"Saturday, Sep 21",SEA,@,TEX,,,,,,,,,,,,,,,,
"Sunday, Sep 22",SEA,@,TEX,,,,,,,,,,,,,,,,
"Monday, Sep 23",SEA,@,HOU,,,,,,,,,,,,,,,,
"Tuesday, Sep 24",SEA,@,HOU,,,,,,,,,,,,,,,,
"Wednesday, Sep 25",SEA,@,HOU,,,,,,,,,,,,,,,,
"Friday, Sep 27",SEA,Home,OAK,,,,,,,,,,,,,,,,
"Saturday, Sep 28",SEA,Home,OAK,,,,,,,,,,,,,,,,
"Sunday, Sep 29",SEA,Home,OAK,,,,,,,,,,,,,,,,
